datetime_utc,InAirTemp,InAirHumid,InAirCO2,WTemp,WAirHumid,WWindSpeed,WRainfall,om_temp2m,om_humidity2m,om_radiation,om_precip,om_wind10m,hour_sin,hour_cos,doy_sin,doy_cos
2025-06-06 13:00:00+00:00,17.155556148952908,95.0,427.8,16.266666571299236,65.16666666666667,0.8750000037252903,0.0,15.2,71,0.0,0.0,17.6,-0.2588190451025208,-0.9659258262890683,0.42500033996955416,-0.9051931898913974
2025-06-06 14:00:00+00:00,17.15000041325887,95.75,427.54545454545456,16.208333492279053,65.41666666666667,0.8833333390454451,0.0,14.7,74,0.0,0.0,19.0,-0.4999999999999997,-0.8660254037844388,0.42500033996955416,-0.9051931898913974
2025-06-06 15:00:00+00:00,16.925000031789143,96.08333333333333,430.5833333333333,15.774999936421713,67.5,0.7500000049670538,0.0,13.4,81,0.0,0.0,16.7,-0.7071067811865471,-0.7071067811865479,0.42500033996955416,-0.9051931898913974
2025-06-06 16:00:00+00:00,16.30833339691162,96.83333333333333,432.9166666666667,14.891666650772095,70.83333333333333,0.7083333302289248,0.0,12.9,85,0.0,0.0,14.5,-0.8660254037844384,-0.5000000000000004,0.42500033996955416,-0.9051931898913974
2025-06-06 17:00:00+00:00,16.125000476837158,97.0,435.8333333333333,14.824999968210856,72.41666666666667,0.7916666685293118,0.0,12.8,86,0.0,0.3,14.4,-0.9659258262890683,-0.25881904510252063,0.42500033996955416,-0.9051931898913974
2025-06-06 18:00:00+00:00,15.799999952316284,97.0,436.0833333333333,14.166666666666666,77.33333333333333,0.7999999839812517,0.0,12.9,90,0.0,1.0,16.5,-1.0,-1.8369701987210297e-16,0.42500033996955416,-0.9051931898913974
2025-06-06 19:00:00+00:00,15.44166644414266,97.0,438.0833333333333,13.766666571299234,81.66666666666667,0.6083333380520344,0.0,12.8,94,0.0,0.0,16.7,-0.9659258262890684,0.2588190451025203,0.42500033996955416,-0.9051931898913974
2025-06-06 20:00:00+00:00,15.96666677792867,97.66666666666667,440.3333333333333,14.40833330154419,78.33333333333333,1.3500000201165676,0.0,13.2,93,24.0,0.0,17.4,-0.8660254037844386,0.5000000000000001,0.42500033996955416,-0.9051931898913974
2025-06-06 21:00:00+00:00,16.527272831309926,97.0909090909091,434.90909090909093,15.391666491826376,75.36363636363636,1.536363655870611,0.0,14.3,92,151.0,0.0,16.3,-0.7071067811865477,0.7071067811865474,0.42500033996955416,-0.9051931898913974
2025-06-06 22:00:00+00:00,16.608333746592205,95.41666666666667,415.8333333333333,15.516666650772095,75.41666666666667,0.999999982615312,0.0,16.0,87,312.0,0.0,16.1,-0.5000000000000004,0.8660254037844384,0.42500033996955416,-0.9051931898913974
2025-06-06 23:00:00+00:00,20.016666730244953,90.66666666666667,401.4166666666667,17.05833355585734,69.16666666666667,2.5500000367561975,0.0,17.6,80,442.0,0.0,20.4,-0.25881904510252157,0.9659258262890681,0.42500033996955416,-0.9051931898913974
2025-06-07 00:00:00+00:00,32.00833384195963,63.916666666666664,392.5,19.699999650319416,62.5,1.9166666616996129,0.0,18.0,76,542.0,0.0,23.2,0.0,1.0,0.4093559588156213,-0.9123747579707273
2025-06-07 01:00:00+00:00,27.59090891751376,70.27272727272727,386.09090909090907,19.75,58.72727272727273,1.6833333323399227,0.0,20.1,69,698.0,0.0,20.5,0.25881904510252074,0.9659258262890683,0.4093559588156213,-0.9123747579707273
2025-06-07 02:00:00+00:00,22.98181811246005,75.27272727272727,933.9090909090909,18.31818199157715,61.90909090909091,2.1818181818181817,0.0,20.3,63,820.0,0.0,25.2,0.49999999999999994,0.8660254037844387,0.4093559588156213,-0.9123747579707273
2025-06-07 03:00:00+00:00,22.699999968210857,78.5,379.9166666666667,17.09166685740153,67.75,1.5916666686534882,0.0,20.6,58,794.0,0.0,22.8,0.7071067811865475,0.7071067811865476,0.4093559588156213,-0.9123747579707273
2025-06-07 04:00:00+00:00,25.850000190734864,55.6,388.1818181818182,18.550000031789143,65.9090909090909,3.266666660706202,0.0,19.7,68,698.0,0.0,20.3,0.8660254037844386,0.5000000000000001,0.4093559588156213,-0.9123747579707273
2025-06-07 05:00:00+00:00,24.125,52.583333333333336,369.25,20.324999809265137,60.5,2.1750000019868216,0.0,19.9,71,615.0,0.0,20.2,0.9659258262890683,0.25881904510252074,0.4093559588156213,-0.9123747579707273
2025-06-07 06:00:00+00:00,23.99999984105428,52.083333333333336,368.0,20.958333174387615,58.916666666666664,1.8416666686534882,0.0,19.8,72,443.0,0.0,18.0,1.0,6.123233995736766e-17,0.4093559588156213,-0.9123747579707273
2025-06-07 07:00:00+00:00,24.074999809265137,52.583333333333336,365.4166666666667,21.275000254313152,58.583333333333336,1.5083333402872086,0.0,20.0,72,403.0,0.0,15.9,0.9659258262890683,-0.25881904510252063,0.4093559588156213,-0.9123747579707273
2025-06-07 08:00:00+00:00,21.781818043101918,63.09090909090909,353.0,20.166666666666668,62.18181818181818,1.3090908920223063,0.0,19.2,76,276.0,0.0,14.1,0.8660254037844387,-0.4999999999999998,0.4093559588156213,-0.9123747579707273
2025-06-07 09:00:00+00:00,20.958333174387615,88.5,371.3333333333333,18.766666571299236,66.66666666666667,0.5666666788359483,0.0,18.2,81,121.0,0.0,12.4,0.7071067811865476,-0.7071067811865475,0.4093559588156213,-0.9123747579707273
2025-06-07 10:00:00+00:00,19.358333587646484,91.0,379.25,17.458333174387615,72.0,1.5666666825612385,0.0,17.1,85,22.0,0.0,12.1,0.49999999999999994,-0.8660254037844387,0.4093559588156213,-0.9123747579707273
2025-06-07 11:00:00+00:00,18.383333047231037,93.16666666666667,368.75,16.30833355585734,77.5,0.8583333219091097,0.0,16.6,87,0.0,0.0,13.2,0.258819045102521,-0.9659258262890682,0.4093559588156213,-0.9123747579707273
2025-06-07 12:00:00+00:00,17.62727269259366,94.9090909090909,377.27272727272725,15.516666650772095,81.45454545454545,2.7363636547868904,0.0,16.2,89,0.0,0.0,12.8,1.2246467991473532e-16,-1.0,0.4093559588156213,-0.9123747579707273
2025-06-07 13:00:00+00:00,16.97499990463257,95.0,381.0,15.016666730244955,86.0,1.758333295583725,0.0,16.1,89,0.0,0.0,10.4,-0.2588190451025208,-0.9659258262890683,0.4093559588156213,-0.9123747579707273
2025-06-07 14:00:00+00:00,16.824999809265137,95.91666666666667,388.75,15.241666714350382,87.08333333333333,0.30833333792785805,0.0,15.4,92,0.0,0.0,11.0,-0.4999999999999997,-0.8660254037844388,0.4093559588156213,-0.9123747579707273
2025-06-07 15:00:00+00:00,16.36363584345037,96.0,398.45454545454544,15.358333190282186,87.0909090909091,0.6090909086845138,0.0,14.7,93,0.0,0.0,11.8,-0.7071067811865471,-0.7071067811865479,0.4093559588156213,-0.9123747579707273
2025-06-07 16:00:00+00:00,16.358333269755047,96.41666666666667,403.8333333333333,15.308333237965902,86.83333333333333,1.241666682685415,0.0,14.2,94,0.0,0.0,8.8,-0.8660254037844384,-0.5000000000000004,0.4093559588156213,-0.9123747579707273
2025-06-07 17:00:00+00:00,16.241666952768963,97.0,405.5833333333333,14.891666491826376,89.25,1.6166666373610497,0.0,14.4,92,0.0,0.0,6.9,-0.9659258262890683,-0.25881904510252063,0.4093559588156213,-0.9123747579707273
2025-06-07 18:00:00+00:00,16.141666889190674,97.58333333333333,409.9166666666667,14.550000031789144,89.75,1.2249999990065892,0.0,14.6,89,0.0,0.0,6.7,-1.0,-1.8369701987210297e-16,0.4093559588156213,-0.9123747579707273
2025-06-07 19:00:00+00:00,16.05454566261985,97.63636363636364,412.0,14.18333331743876,90.63636363636364,1.4181818040934475,0.0,14.6,87,0.0,0.0,6.9,-0.9659258262890684,0.2588190451025203,0.4093559588156213,-0.9123747579707273
2025-06-07 20:00:00+00:00,16.991666475931805,96.91666666666667,415.5833333333333,14.641666650772095,88.08333333333333,1.5666666477918625,0.0,14.4,89,6.0,0.0,2.8,-0.8660254037844386,0.5000000000000001,0.4093559588156213,-0.9123747579707273
